STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),severity,Severity (days lost),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2011,,0.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2013,,0.1,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2014,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2015,,0.21,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2016,,0.4,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2017,,0.39,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2018,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2019,,0.1,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2020,,0,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2021,,0.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,SK,Slovakia,2022,,0.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2010,,0.04,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2011,,0.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2012,,0.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2013,,0.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2014,,0.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2015,,0.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2016,,0.12,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2017,,0.19,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,F,Females,TOTAL,Total - all NACE activities,FAT,Fatal,UK,United Kingdom,2018,,0.11,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2010,,7.92,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2011,,5.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2012,,5.89,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2013,,6.07,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2014,,5.24,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2015,,5.65,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2016,,5.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2017,,4.71,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2018,,5.14,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2019,,4.4,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2020,,3.96,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2021,,4.55,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,AT,Austria,2022,,4.79,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2010,,3.64,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2011,,4.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2012,,3.26,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2013,,4.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2014,,2.86,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2015,,2.55,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2016,,3.15,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2017,,3.01,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2018,,3.44,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2019,,2.47,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2020,,2.54,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2021,,2.11,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BE,Belgium,2022,,2.02,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2010,,6.5,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2011,,7,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2012,,7.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2013,,6.11,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2014,,8.45,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2015,,6.61,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2016,,5.85,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2017,,6.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2018,,5.92,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2019,,6.7,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2020,,6.97,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2021,,5.62,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,BG,Bulgaria,2022,,6.28,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2010,,3.69,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2011,,2.54,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2012,,3,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2013,,3.48,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2014,,3.39,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2015,,2.46,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2016,,3.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2017,,1.66,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2018,,2.2,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2019,,2.36,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2020,,1.77,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2021,,1.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CH,Switzerland,2022,,2.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2010,,9.02,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2011,,3.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2012,,4.99,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2013,,4.21,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2014,,3.69,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2015,,1.97,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2016,,2.71,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2017,,1.04,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2018,,3.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2019,,4.64,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2020,,8.67,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2021,,2.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CY,Cyprus,2022,,3.81,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2010,,3.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2011,,5.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2012,,4.17,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2013,,3.79,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2014,,4.12,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2015,,4.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2016,,3.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2017,,3.12,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2018,,4.89,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2019,,3.78,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2020,,4.46,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2021,,3.48,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,CZ,Czechia,2022,,3.52,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2010,,2.12,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2011,,2.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2012,,2.07,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2013,,1.91,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2014,,2.05,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2015,,1.83,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2016,,1.75,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2017,,1.58,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2018,,1.4,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2019,,1.4,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,M,Males,TOTAL,Total - all NACE activities,FAT,Fatal,DE,Germany,2020,,1.33,,b,break in time series,,
